in:Span,in:Side height,in:Trust Type,in:Segments,in:Midspan deflection,in:Shape exponent,in:Krümmungsanteil,in:MaterialSwitch bottom,in:MaterialSwitch top,in:MaterialSwitch right_dia,in:MaterialSwitch left_dia,in:MaterialSwitch vertical,in:MaterialSwitch column,in:TIMBER Type Switch bottom,in:TIMBER Type Switch top,in:TIMBER Type Switch right dia,in:TIMBER Type Switch left dia,in:TIMBER Type Switch vertical,in:TIMBER Type Switch column,in:STEEL CrossSectionSwitch bottom,in:STEEL CrossSectionSwitch top,in:STEEL CrossSectionSwitch right Diagonal,in:STEEL CrossSectionSwitch left Diagonal,in:STEEL CrossSectionSwitch vertical,in:STEEL CrossSectionSwitch column,in:Diameter_bottom,in:Diameter_top,in:Diameter_r_diagonal,in:Diameter_l_diagonal,in:Diameter_vertical,in:Diameter_column,in:Number of bars_bottom,in:Number of bars_top,in:Number of bars_r_diagonal,in:Number of bars_l_diagonal,in:Number of bars_vertical,in:Number of bars_column,out:wlc_Minimise_CO2,out:imgFile,img
30,1.6,2,12,3.44,1.24,0.73,0,0,0,0,0,0,15,6,9,10,1,11,5,1,0,0,0,0,2,0,1,1,1,1,7,11,2,0,9,3,1348.340858,img_6067.png,img_6067_Front.png
30,1.6,3,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,2,0,0,1,0,1,0,1,1,7,11,2,0,8,3,1893.369286,img_6068.png,img_6068_Front.png
30,1.7,2,12,3.45,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.252812,img_6069.png,img_6069_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,4,1065.709294,img_6070.png,img_6070_Front.png
30,1.7,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,0,0,2,0,0,2,0,1,0,1,1,6,11,2,0,8,4,1228.121824,img_6071.png,img_6071_Front.png
30,1.6,2,12,3.50,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1219.697299,img_6072.png,img_6072_Front.png
30,1.6,2,11,3.44,1.22,0.72,0,0,0,0,0,0,14,5,8,9,1,11,5,1,0,3,0,0,2,0,1,0,1,0,7,11,2,0,8,3,1316.151373,img_6074.png,img_6074_Front.png
30,1.6,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,2,0,0,2,0,1,0,1,1,7,10,2,0,8,3,1346.560486,img_6075.png,img_6075_Front.png
30,1.6,2,11,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1317.779581,img_6076.png,img_6076_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.670481,img_6077.png,img_6077_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6078.png,img_6078_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,12,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1066.125661,img_6079.png,img_6079_Front.png
30,1.7,2,11,3.44,1.24,0.73,0,0,0,0,0,0,15,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1667.538191,img_6080.png,img_6080_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,12,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6081.png,img_6081_Front.png
30,1.7,2,12,3.39,1.24,0.73,0,0,0,0,0,0,14,6,8,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1227.141876,img_6082.png,img_6082_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,0,0,3,0,0,2,0,1,0,2,1,7,11,2,0,9,3,1065.709294,img_6083.png,img_6083_Front.png
30,1.6,2,12,3.42,1.22,0.72,0,0,0,0,0,0,13,6,9,9,1,10,4,1,0,3,0,0,2,0,1,1,1,1,6,10,1,0,7,3,1345.464071,img_6084.png,img_6084_Front.png
30,1.6,2,12,3.44,1.22,0.73,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,2,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1349.181669,img_6085.png,img_6085_Front.png
30,1.6,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,7,3,1348.759831,img_6086.png,img_6086_Front.png
30,1.6,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1348.759831,img_6087.png,img_6087_Front.png
30,1.7,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,2,0,0,2,0,1,0,0,1,7,10,2,0,8,3,1228.121824,img_6088.png,img_6088_Front.png
30,1.6,2,12,3.44,1.22,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,2,0,0,2,0,1,0,1,1,7,12,2,0,8,3,1349.181669,img_6089.png,img_6089_Front.png
30,1.6,2,12,3.44,1.23,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1346.14464,img_6090.png,img_6090_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,12,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6091.png,img_6091_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,10,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6092.png,img_6092_Front.png
30,1.6,2,11,3.44,1.21,0.72,0,0,0,0,0,0,13,5,9,9,1,11,5,1,0,3,0,0,2,0,0,0,1,1,6,11,1,0,8,3,1316.528135,img_6093.png,img_6093_Front.png
30,1.7,2,12,3.39,1.23,0.73,0,0,0,0,0,0,14,5,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1227.55225,img_6094.png,img_6094_Front.png
30,1.6,2,12,3.44,1.22,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1349.181669,img_6095.png,img_6095_Front.png
30,1.6,2,12,3.44,1.22,0.73,0,0,0,0,0,0,13,2,9,10,1,11,5,1,0,2,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1349.181669,img_6096.png,img_6096_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,12,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1065.709294,img_6097.png,img_6097_Front.png
30,1.6,2,12,3.43,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,0,0,2,0,0,2,0,1,0,1,1,6,11,2,0,8,3,1346.012278,img_6098.png,img_6098_Front.png
30,1.6,2,12,3.44,1.22,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1349.181669,img_6099.png,img_6099_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6100.png,img_6100_Front.png
30,1.7,2,12,3.41,1.23,0.73,0,0,0,0,0,0,14,6,8,10,0,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1228.64111,img_6101.png,img_6101_Front.png
30,1.7,2,12,3.47,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,12,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1067.340368,img_6102.png,img_6102_Front.png
30,1.6,2,12,3.43,1.23,0.73,0,0,0,0,0,0,14,6,8,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1348.204588,img_6103.png,img_6103_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,9,0,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6104.png,img_6104_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,15,6,9,10,1,11,5,1,1,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1065.709294,img_6105.png,img_6105_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,12,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.670481,img_6106.png,img_6106_Front.png
30,1.6,2,12,3.48,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1219.031581,img_6107.png,img_6107_Front.png
30,1.8,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1748.541613,img_6108.png,img_6108_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,12,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6109.png,img_6109_Front.png
30,1.7,2,12,3.44,1.22,0.73,0,0,0,0,0,0,14,6,9,9,1,11,5,0,0,2,0,0,2,0,1,0,1,1,6,11,2,0,8,3,1066.544633,img_6110.png,img_6110_Front.png
30,1.7,1,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,9,1,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1754.994779,img_6111.png,img_6111_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,11,5,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6112.png,img_6112_Front.png
30,1.6,2,12,3.43,1.22,0.72,0,0,0,0,0,0,13,5,9,9,1,11,5,1,0,1,0,0,2,0,0,0,1,1,7,11,2,0,8,3,1346.012278,img_6113.png,img_6113_Front.png
30,1.6,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,0,0,2,0,0,2,0,1,0,1,1,7,10,2,0,8,3,1346.560486,img_6114.png,img_6114_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,10,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6115.png,img_6115_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,3,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6116.png,img_6116_Front.png
30,1.6,2,12,3.39,1.24,0.73,0,0,0,0,0,0,14,6,8,10,1,11,4,1,0,2,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1345.572201,img_6117.png,img_6117_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.670481,img_6118.png,img_6118_Front.png
30,1.7,2,12,3.42,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1229.18567,img_6119.png,img_6119_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,0,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1668.22319,img_6120.png,img_6120_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6121.png,img_6121_Front.png
30,1.6,2,12,3.44,1.21,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1349.606635,img_6122.png,img_6122_Front.png
30,1.6,2,11,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1317.779581,img_6124.png,img_6124_Front.png
30,1.6,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1348.759831,img_6125.png,img_6125_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,10,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1066.125661,img_6126.png,img_6126_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6127.png,img_6127_Front.png
30,1.6,2,12,3.44,1.23,0.72,0,0,0,0,0,0,13,6,9,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1346.14464,img_6128.png,img_6128_Front.png
30,1.6,2,12,3.50,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1219.697299,img_6129.png,img_6129_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,12,4,0,0,3,0,0,2,0,2,0,1,1,7,11,2,0,9,3,1065.709294,img_6130.png,img_6130_Front.png
30,1.7,2,12,3.40,1.23,0.73,0,0,0,0,0,0,14,6,8,9,1,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1228.09655,img_6131.png,img_6131_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,1,0,0,0,0,14,6,9,11,1,12,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,338035.704616,img_6132.png,img_6132_Front.png
30,1.7,2,12,3.44,1.24,0.73,1,0,0,0,0,0,14,6,9,10,1,11,5,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,5.9162e+6,img_6133.png,img_6133_Front.png
30,1.6,2,12,3.43,1.22,0.72,0,0,0,0,0,0,13,6,9,9,1,10,4,1,0,3,0,0,2,0,1,0,1,1,6,10,1,0,8,3,1346.012278,img_6134.png,img_6134_Front.png
30,1.6,2,12,3.44,1.22,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,0,0,3,0,0,1,0,1,0,1,1,7,11,2,0,8,3,1349.181669,img_6135.png,img_6135_Front.png
30,1.6,2,12,3.44,1.22,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,2,0,0,3,0,1,0,1,1,7,11,2,0,8,3,1349.181669,img_6136.png,img_6136_Front.png
30,1.6,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,0,0,2,0,0,2,0,1,0,1,1,6,11,2,0,8,3,1346.560486,img_6137.png,img_6137_Front.png
30,1.7,3,11,3.44,1.24,0.73,0,0,0,0,0,0,15,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1833.34002,img_6138.png,img_6138_Front.png
30,1.6,2,11,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1318.156604,img_6139.png,img_6139_Front.png
30,1.6,2,12,3.43,1.22,0.72,0,0,0,0,0,0,13,6,9,9,1,10,4,1,0,2,0,0,2,0,1,0,1,1,6,10,1,0,7,3,1346.012278,img_6140.png,img_6140_Front.png
30,1.7,2,12,3.39,1.24,0.73,0,0,0,0,0,0,14,6,8,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,4,1227.141876,img_6141.png,img_6141_Front.png
30,1.6,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,2,0,0,2,0,1,0,1,1,6,10,2,0,8,3,1346.560486,img_6142.png,img_6142_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6143.png,img_6143_Front.png
30,1.7,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,5,8,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1228.121824,img_6144.png,img_6144_Front.png
30,1.7,2,12,3.44,1.22,0.72,0,0,0,0,0,0,15,6,9,9,1,11,5,0,0,2,0,0,2,0,1,0,1,1,6,11,2,0,8,4,1228.121824,img_6145.png,img_6145_Front.png
30,1.6,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,2,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1346.560486,img_6146.png,img_6146_Front.png
30,1.6,2,12,3.43,1.22,0.72,0,0,0,0,0,0,13,5,9,9,1,10,4,1,0,3,0,0,2,0,1,0,1,1,6,10,1,0,7,3,1346.012278,img_6148.png,img_6148_Front.png
30,1.6,2,12,3.44,1.22,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,1,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1349.181669,img_6149.png,img_6149_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6150.png,img_6150_Front.png
30,1.6,2,12,3.44,1.22,0.72,0,0,0,0,0,0,13,5,9,9,1,11,5,1,0,2,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1346.560486,img_6151.png,img_6151_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,2,7,11,2,0,9,3,1065.709294,img_6152.png,img_6152_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1066.125661,img_6153.png,img_6153_Front.png
30,1.6,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,0,0,2,0,0,2,0,1,0,1,1,6,10,2,0,8,3,1346.560486,img_6154.png,img_6154_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1066.125661,img_6155.png,img_6155_Front.png
30,1.6,2,12,3.47,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1218.488324,img_6156.png,img_6156_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,5,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6157.png,img_6157_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,12,4,1,0,3,0,0,2,0,2,0,1,1,7,11,2,0,9,3,1065.709294,img_6158.png,img_6158_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,9,0,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1668.22319,img_6159.png,img_6159_Front.png
30,1.7,2,12,3.46,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1067.215302,img_6160.png,img_6160_Front.png
30,1.7,1,12,3.44,1.23,0.72,0,0,0,0,0,0,14,6,9,9,1,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1750.448615,img_6161.png,img_6161_Front.png
30,1.6,2,12,3.43,1.22,0.72,0,0,0,0,0,0,14,6,8,9,1,11,4,0,0,2,0,0,2,0,1,0,1,1,7,10,2,0,8,3,1346.012278,img_6162.png,img_6162_Front.png
30,1.6,2,12,3.47,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1218.488324,img_6163.png,img_6163_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,15,6,10,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1066.125661,img_6164.png,img_6164_Front.png
30,1.6,2,12,3.49,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1219.574838,img_6165.png,img_6165_Front.png
30,1.7,1,12,3.44,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,11,5,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1754.994779,img_6166.png,img_6166_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,1,0,2,0,1,0,1,1,7,11,2,0,9,3,1065.709294,img_6167.png,img_6167_Front.png
30,1.7,2,12,3.44,1.23,0.73,1,0,0,0,0,0,14,5,9,9,1,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,721729.943302,img_6168.png,img_6168_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,5,1,0,3,0,0,3,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6169.png,img_6169_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,10,3,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6170.png,img_6170_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1066.125661,img_6171.png,img_6171_Front.png
30,1.6,2,12,3.43,1.23,0.73,0,0,0,0,0,0,14,6,8,10,1,11,4,1,0,3,0,0,2,0,0,0,1,1,7,11,2,0,8,3,1348.204588,img_6172.png,img_6172_Front.png
30,1.6,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,7,9,9,1,11,5,1,0,2,0,0,2,0,1,0,1,1,6,10,2,0,8,3,1346.560486,img_6173.png,img_6173_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,10,0,11,5,1,0,4,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1668.22319,img_6174.png,img_6174_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,8,9,0,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6175.png,img_6175_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6176.png,img_6176_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1065.709294,img_6177.png,img_6177_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,10,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6178.png,img_6178_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,15,6,9,9,0,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6179.png,img_6179_Front.png
30,1.6,2,11,3.44,1.23,0.73,0,0,0,0,0,0,14,6,9,9,1,11,5,0,0,2,0,0,2,0,1,0,1,1,6,11,2,0,8,3,1318.156604,img_6180.png,img_6180_Front.png
30,1.7,2,12,3.47,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,12,4,1,0,3,0,0,2,0,2,0,1,1,7,11,2,0,9,3,1067.340368,img_6182.png,img_6182_Front.png
30,1.6,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1318.156604,img_6183.png,img_6183_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1065.709294,img_6184.png,img_6184_Front.png
30,1.8,2,12,3.44,1.24,0.73,0,0,1,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,386161.663659,img_6185.png,img_6185_Front.png
30,1.6,2,11,3.44,1.23,0.72,0,0,0,0,0,0,13,6,9,9,0,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1315.777216,img_6186.png,img_6186_Front.png
30,1.7,2,11,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1667.538191,img_6187.png,img_6187_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,0,0,13,6,9,10,2,12,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.670481,img_6188.png,img_6188_Front.png
30,1.6,2,12,3.43,1.22,0.72,0,0,0,0,0,0,13,5,9,9,1,11,5,1,0,0,0,0,2,0,0,0,1,1,7,11,2,0,8,3,1346.012278,img_6189.png,img_6189_Front.png
30,1.6,2,12,3.44,1.23,0.72,0,0,0,0,0,0,13,6,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1346.14464,img_6190.png,img_6190_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,5,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6191.png,img_6191_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,0,0,3,0,0,2,0,1,1,1,1,7,11,2,0,9,3,1066.125661,img_6192.png,img_6192_Front.png
30,1.7,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,5,8,9,1,10,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1228.121824,img_6193.png,img_6193_Front.png
30,1.8,2,12,3.43,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1747.543688,img_6194.png,img_6194_Front.png
30,1.6,2,12,3.43,1.23,0.73,0,0,0,0,0,0,14,6,8,10,1,11,4,1,1,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1348.204588,img_6195.png,img_6195_Front.png
30,1.6,2,12,3.43,1.22,0.72,0,0,0,0,0,0,13,5,9,9,1,10,4,1,0,1,0,0,2,0,0,0,1,1,6,10,1,0,7,3,1346.012278,img_6196.png,img_6196_Front.png
30,1.7,2,12,3.47,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,12,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,2,1067.340368,img_6197.png,img_6197_Front.png
30,1.7,2,11,3.44,1.22,0.72,0,0,0,0,0,0,14,5,8,9,0,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1664.63665,img_6198.png,img_6198_Front.png
