in:Span,in:Side height,in:Trust Type,in:Segments,in:Midspan deflection,in:Shape exponent,in:Krümmungsanteil,in:MaterialSwitch bottom,in:MaterialSwitch top,in:MaterialSwitch right_dia,in:MaterialSwitch left_dia,in:MaterialSwitch vertical,in:MaterialSwitch column,in:TIMBER Type Switch bottom,in:TIMBER Type Switch top,in:TIMBER Type Switch right dia,in:TIMBER Type Switch left dia,in:TIMBER Type Switch vertical,in:TIMBER Type Switch column,in:STEEL CrossSectionSwitch bottom,in:STEEL CrossSectionSwitch top,in:STEEL CrossSectionSwitch right Diagonal,in:STEEL CrossSectionSwitch left Diagonal,in:STEEL CrossSectionSwitch vertical,in:STEEL CrossSectionSwitch column,in:Diameter_bottom,in:Diameter_top,in:Diameter_r_diagonal,in:Diameter_l_diagonal,in:Diameter_vertical,in:Diameter_column,in:Number of bars_bottom,in:Number of bars_top,in:Number of bars_r_diagonal,in:Number of bars_l_diagonal,in:Number of bars_vertical,in:Number of bars_column,out:wlc_Minimise_CO2,out:imgFile,img
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1317.146432,img_6199.png,img_6199_Front.png
30,1.6,2,12,3.46,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,12,4,0,0,3,0,0,2,0,2,0,1,1,7,11,2,0,9,3,1349.449259,img_6200.png,img_6200_Front.png
30,1.6,2,12,3.45,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,0,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1349.315334,img_6201.png,img_6201_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,0,0,3,0,0,2,0,1,1,1,1,7,11,2,0,9,3,1066.125661,img_6202.png,img_6202_Front.png
30,1.6,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,0,0,2,0,0,2,1,1,0,1,1,6,10,2,0,8,3,1346.560486,img_6203.png,img_6203_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,5,8,9,0,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6204.png,img_6204_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.670481,img_6205.png,img_6205_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1317.146432,img_6206.png,img_6206_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,14,5,9,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1668.22319,img_6207.png,img_6207_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,9,3,1065.709294,img_6208.png,img_6208_Front.png
30,1.7,2,12,3.46,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,2,1067.215302,img_6209.png,img_6209_Front.png
30,1.6,2,11,3.44,1.23,0.73,1,0,0,0,0,0,13,6,9,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,721597.252231,img_6210.png,img_6210_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,10,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,1,9,3,1066.125661,img_6211.png,img_6211_Front.png
30,1.6,2,12,3.43,1.23,0.74,0,0,0,0,0,0,14,6,8,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1218.867952,img_6212.png,img_6212_Front.png
30,1.6,2,12,3.44,1.23,0.72,0,0,0,0,0,0,13,6,9,9,1,11,4,1,0,3,0,0,2,0,1,1,1,1,7,11,2,0,8,3,1346.14464,img_6213.png,img_6213_Front.png
30,1.7,2,12,3.43,1.23,0.73,0,0,0,0,0,0,14,6,8,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1229.73049,img_6214.png,img_6214_Front.png
30,1.7,2,12,3.46,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,12,4,1,0,3,0,0,2,0,2,0,1,1,7,11,2,0,9,3,1066.79659,img_6215.png,img_6215_Front.png
30,1.6,2,12,3.43,1.23,0.73,0,0,0,0,0,0,14,6,7,10,1,11,3,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1348.204588,img_6216.png,img_6216_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,15,6,9,9,0,11,4,1,0,3,0,0,1,0,1,0,0,1,7,11,2,0,9,3,1066.125661,img_6217.png,img_6217_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,6,11,2,0,9,3,1317.146432,img_6218.png,img_6218_Front.png
30,1.6,2,12,3.45,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1349.315334,img_6219.png,img_6219_Front.png
30,1.7,2,11,3.44,1.24,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1667.538191,img_6220.png,img_6220_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1066.670481,img_6221.png,img_6221_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6222.png,img_6222_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,1,0,2,0,1,0,1,1,7,11,1,0,9,3,1065.709294,img_6223.png,img_6223_Front.png
30,1.6,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,9,0,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1318.156604,img_6224.png,img_6224_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,10,3,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.670481,img_6225.png,img_6225_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,10,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6226.png,img_6226_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1317.146432,img_6227.png,img_6227_Front.png
30,1.6,2,12,3.44,1.23,0.72,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1346.14464,img_6228.png,img_6228_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,15,6,9,10,1,11,5,1,1,3,0,1,2,0,1,0,1,1,7,11,2,0,9,3,1065.709294,img_6229.png,img_6229_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.670481,img_6230.png,img_6230_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,10,11,1,12,4,0,0,3,0,0,2,0,2,0,1,1,7,11,2,0,9,3,1065.709294,img_6231.png,img_6231_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,11,2,12,4,0,0,3,0,0,2,0,2,0,1,1,7,11,2,0,9,3,1065.709294,img_6232.png,img_6232_Front.png
30,1.7,2,11,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,4,1667.538191,img_6233.png,img_6233_Front.png
30,1.4,2,11,3.47,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1295.246003,img_6234.png,img_6234_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,0,0,13,6,9,10,2,12,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.670481,img_6235.png,img_6235_Front.png
30,1.7,2,12,3.46,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,12,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,2,1067.215302,img_6236.png,img_6236_Front.png
30,1.6,2,11,3.43,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,10,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1317.651388,img_6237.png,img_6237_Front.png
30,1.7,2,12,3.46,1.23,0.73,0,0,0,0,0,0,15,6,9,9,0,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1067.215302,img_6238.png,img_6238_Front.png
30,1.6,3,11,3.44,1.23,0.72,0,0,0,0,0,0,13,6,9,9,0,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1795.300814,img_6239.png,img_6239_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,13,4,0,0,3,0,0,2,0,2,0,1,1,7,11,2,0,9,3,1065.709294,img_6240.png,img_6240_Front.png
30,1.7,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,5,8,9,1,10,4,1,0,3,0,0,2,0,1,0,2,1,7,11,2,0,8,3,1228.121824,img_6241.png,img_6241_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1668.22319,img_6242.png,img_6242_Front.png
30,1.6,2,12,3.47,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,10,3,1218.488324,img_6243.png,img_6243_Front.png
30,1.7,2,12,3.44,1.22,0.72,0,0,0,0,0,0,13,5,9,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,10,2,0,8,3,1228.121824,img_6244.png,img_6244_Front.png
30,1.6,2,12,3.47,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,1,0,3,0,0,2,0,1,0,0,1,6,11,2,0,9,3,1218.488324,img_6245.png,img_6245_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,4,8,9,0,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6246.png,img_6246_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,1,0,13,6,9,10,1,12,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,31352.690623,img_6247.png,img_6247_Front.png
30,1.7,2,11,3.44,1.23,0.73,1,0,0,0,0,0,14,6,9,10,0,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,5.916e+6,img_6248.png,img_6248_Front.png
30,1.6,2,12,3.44,1.22,0.72,0,0,0,0,0,0,14,6,9,9,1,11,5,0,0,2,0,0,2,0,1,0,1,1,6,10,2,0,8,2,1346.560486,img_6249.png,img_6249_Front.png
30,1.6,2,12,3.43,1.23,0.73,0,0,0,0,0,0,13,5,7,9,1,11,3,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1348.204588,img_6250.png,img_6250_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,12,6,9,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1668.22319,img_6251.png,img_6251_Front.png
30,1.6,2,11,3.47,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1319.672773,img_6252.png,img_6252_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1668.22319,img_6253.png,img_6253_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,14,6,8,9,0,11,4,1,0,3,0,0,1,0,1,0,0,1,7,11,2,0,9,3,1066.125661,img_6254.png,img_6254_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,15,6,9,10,1,11,5,1,0,3,1,0,2,0,1,0,1,1,6,11,2,0,9,3,1065.709294,img_6255.png,img_6255_Front.png
30,1.7,2,11,3.44,1.24,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,0,0,0,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1667.538191,img_6256.png,img_6256_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,10,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1668.22319,img_6257.png,img_6257_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1668.22319,img_6258.png,img_6258_Front.png
30,1.6,2,12,3.44,1.23,0.72,0,0,0,0,0,0,13,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1346.14464,img_6259.png,img_6259_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1317.146432,img_6260.png,img_6260_Front.png
30,1.7,3,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,9,3,1927.474112,img_6261.png,img_6261_Front.png
30,1.7,2,12,3.43,1.23,0.73,0,0,0,0,0,0,14,5,8,9,1,10,3,1,0,3,0,0,2,0,1,0,1,1,7,10,2,0,8,3,1229.73049,img_6262.png,img_6262_Front.png
30,1.7,2,12,3.44,1.23,0.69,0,0,0,0,0,0,14,5,8,9,0,11,4,1,0,3,0,0,1,0,1,0,0,1,7,11,2,0,9,3,1707.462252,img_6263.png,img_6263_Front.png
30,1.6,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,10,11,1,12,4,1,0,3,0,0,2,0,2,0,1,1,7,11,2,0,9,3,1348.340858,img_6264.png,img_6264_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1317.146432,img_6265.png,img_6265_Front.png
30,1.6,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,8,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1348.759831,img_6266.png,img_6266_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,13,4,0,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1065.709294,img_6267.png,img_6267_Front.png
30,1.6,2,12,3.44,1.23,0.72,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,8,3,1346.14464,img_6268.png,img_6268_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,12,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1065.709294,img_6269.png,img_6269_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,11,2,12,4,1,0,3,0,0,2,0,2,0,1,1,7,11,2,0,9,3,1065.709294,img_6270.png,img_6270_Front.png
30,1.8,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,9,3,1748.541613,img_6271.png,img_6271_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,12,4,0,0,3,0,0,2,0,1,0,1,1,7,11,3,0,9,3,1065.709294,img_6272.png,img_6272_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,10,4,1,0,3,0,0,2,0,1,0,1,1,7,12,2,0,9,3,1066.125661,img_6273.png,img_6273_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,9,2,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,9,3,1066.125661,img_6274.png,img_6274_Front.png
30,1.7,2,11,3.44,1.24,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,4,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1667.538191,img_6275.png,img_6275_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,1,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,452356.634357,img_6276.png,img_6276_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,13,4,8,9,0,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1317.146432,img_6277.png,img_6277_Front.png
30,1.6,2,12,3.44,1.23,0.72,0,1,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,8,3,419072.155862,img_6278.png,img_6278_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,10,4,1,0,3,0,0,2,0,1,0,2,1,7,11,2,0,9,3,1066.125661,img_6279.png,img_6279_Front.png
30,1.7,2,12,3.43,1.23,0.73,0,0,0,0,0,0,14,6,8,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1229.73049,img_6280.png,img_6280_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1066.125661,img_6281.png,img_6281_Front.png
30,1.7,2,11,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,9,3,1667.538191,img_6282.png,img_6282_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,10,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,9,3,1668.22319,img_6283.png,img_6283_Front.png
30,1.6,2,12,3.45,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,1,1,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1349.315334,img_6284.png,img_6284_Front.png
30,1.6,2,11,3.43,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,10,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1317.651388,img_6285.png,img_6285_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,12,4,0,0,2,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1065.709294,img_6286.png,img_6286_Front.png
30,1.7,2,11,3.43,1.23,0.73,0,0,0,0,0,0,14,5,8,10,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1667.317501,img_6287.png,img_6287_Front.png
30,1.7,2,12,3.57,1.24,0.73,0,0,0,0,0,0,14,6,9,11,1,12,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1072.782841,img_6288.png,img_6288_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1317.146432,img_6289.png,img_6289_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,0,1,6,11,2,0,9,2,1317.146432,img_6290.png,img_6290_Front.png
30,1.6,2,12,3.43,1.23,0.75,0,0,0,0,0,0,14,6,8,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1221.421391,img_6291.png,img_6291_Front.png
30,1.6,2,11,3.43,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,6,11,2,0,9,3,1317.651388,img_6292.png,img_6292_Front.png
30,1.7,2,12,3.45,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,2,1066.670481,img_6293.png,img_6293_Front.png
30,1.6,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,6,11,2,0,9,3,1318.156604,img_6294.png,img_6294_Front.png
30,1.6,2,12,3.45,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,1,0,3,0,0,2,0,1,0,0,1,8,11,2,0,9,3,1349.315334,img_6295.png,img_6295_Front.png
30,1.6,2,11,3.42,1.23,0.72,0,0,0,0,0,0,12,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1314.782156,img_6296.png,img_6296_Front.png
30,1.3,2,11,3.47,1.23,0.73,0,0,0,0,0,0,14,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1283.151821,img_6297.png,img_6297_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,14,5,9,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,6,11,2,0,9,3,1317.146432,img_6298.png,img_6298_Front.png
30,1.6,2,11,3.45,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,1,0,3,0,0,2,0,1,0,0,1,6,11,2,0,9,3,1318.66182,img_6299.png,img_6299_Front.png
30,1.6,2,12,3.44,1.23,0.72,0,0,0,0,0,0,13,5,9,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1346.14464,img_6300.png,img_6300_Front.png
30,1.7,2,12,3.43,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1229.73049,img_6301.png,img_6301_Front.png
30,1.7,2,11,3.42,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1666.412072,img_6302.png,img_6302_Front.png
30,1.6,2,11,3.42,1.23,0.72,0,0,0,0,0,0,12,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,2,1314.782156,img_6303.png,img_6303_Front.png
30,1.6,2,11,3.43,1.23,0.72,0,0,0,0,0,0,13,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,6,11,2,0,8,3,1315.279556,img_6304.png,img_6304_Front.png
30,1.6,2,11,3.47,1.23,0.73,0,0,0,0,0,1,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,204669.00289,img_6305.png,img_6305_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,12,4,0,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1065.709294,img_6306.png,img_6306_Front.png
30,1.7,2,12,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,2,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,9,3,1066.125661,img_6307.png,img_6307_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,9,1,11,5,1,0,3,0,0,2,0,1,0,1,1,7,12,2,0,9,3,1065.709294,img_6308.png,img_6308_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,11,4,0,0,3,0,0,2,0,0,0,1,1,7,11,2,0,9,3,1317.146432,img_6309.png,img_6309_Front.png
30,1.6,2,11,3.43,1.23,0.73,0,0,0,0,0,0,13,5,9,9,1,10,4,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,9,3,1317.651388,img_6310.png,img_6310_Front.png
30,1.6,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,6,11,2,0,9,3,1318.156604,img_6311.png,img_6311_Front.png
30,1.6,2,11,3.44,1.23,0.72,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,8,3,1315.777216,img_6312.png,img_6312_Front.png
30,1.6,2,13,3.44,1.23,0.72,0,0,0,0,0,0,13,6,9,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,1,0,8,3,1212.692538,img_6313.png,img_6313_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,12,4,0,0,2,0,0,2,0,0,0,1,1,7,11,2,0,9,3,1065.709294,img_6314.png,img_6314_Front.png
30,1.6,2,12,3.44,1.23,0.72,0,0,0,0,0,0,13,5,9,9,1,11,4,1,0,3,0,0,1,0,1,0,1,1,7,11,2,0,8,3,1346.14464,img_6315.png,img_6315_Front.png
30,1.6,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,6,9,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,6,11,2,0,9,3,1318.156604,img_6316.png,img_6316_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,15,6,9,10,1,11,5,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1065.709294,img_6317.png,img_6317_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,3,0,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1668.22319,img_6318.png,img_6318_Front.png
30,1.6,2,11,3.43,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,10,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,1317.651388,img_6319.png,img_6319_Front.png
30,1.6,2,11,3.45,1.23,0.73,0,0,0,0,0,0,13,5,8,8,1,11,4,1,0,3,0,0,2,0,1,0,0,1,6,11,2,0,9,3,1318.66182,img_6320.png,img_6320_Front.png
30,1.6,2,12,3.43,1.23,0.74,0,0,0,0,1,0,14,6,8,10,1,11,4,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,8,3,35118.035201,img_6321.png,img_6321_Front.png
30,1.6,2,11,3.42,1.23,0.72,0,0,0,0,0,0,12,5,9,9,1,11,4,1,0,3,0,0,2,0,1,0,1,1,6,11,2,0,7,3,1314.782156,img_6322.png,img_6322_Front.png
30,1.6,2,11,3.44,1.23,0.73,0,0,0,0,0,0,14,6,8,9,0,11,4,1,0,3,0,0,2,0,1,0,0,1,7,11,2,0,9,3,1318.156604,img_6323.png,img_6323_Front.png
30,1.7,2,11,3.44,1.23,0.73,0,0,0,0,0,0,13,5,8,9,1,11,4,0,0,3,0,0,2,0,1,0,1,1,7,11,1,0,9,3,1668.22319,img_6324.png,img_6324_Front.png
30,1.6,2,11,3.42,1.23,0.73,0,0,0,0,0,0,13,4,8,9,0,11,4,1,0,3,0,0,1,0,1,0,1,1,6,11,2,0,9,3,1317.146432,img_6325.png,img_6325_Front.png
30,1.7,2,12,3.44,1.24,0.73,0,0,0,0,0,0,14,6,9,10,1,12,3,1,0,3,0,0,2,0,1,0,1,1,7,11,2,0,9,3,1065.709294,img_6326.png,img_6326_Front.png
